index,length,axfold,radfold,surface,volume,Jv,i0,i1
0,0.08,1.0,50,0.0002633953378110883,9.167194949500402e-09,0.003917111021112318,10,0
1,0.08,1.0,100,0.0002633953378110883,9.167194949500402e-09,0.007768011448882298,10,0
2,0.08,1.0,150,0.0002633953378110883,9.167194949500402e-09,0.011554769664252722,10,0
3,0.08,1.0,200,0.0002633953378110883,9.167194949500402e-09,0.015279361441536547,10,0
4,0.08,1.0,250,0.0002633953378110883,9.167194949500402e-09,0.018943675298126406,10,0
5,0.08,1.0,300,0.0002633953378110883,9.167194949500402e-09,0.022549517468299324,10,0
6,0.08,1.0,350,0.0002633953378110883,9.167194949500402e-09,0.026098616532043713,10,0
7,0.08,1.0,400,0.0002633953378110883,9.167194949500402e-09,0.029592627726939352,10,0
8,0.08,1.0,450,0.0002633953378110883,9.167194949500402e-09,0.03303313696851157,10,0
9,0.08,1.0,500,0.0002633953378110883,9.167194949500402e-09,0.03642166460217128,10,0
10,0.08,1.0,550,0.0002633953378110883,9.167194949500402e-09,0.03975966890774389,10,0
11,0.08,1.0,600,0.0002633953378110883,9.167194949500402e-09,0.04304854937572284,10,0
12,0.08,1.0,650,0.0002633953378110883,9.167194949500402e-09,0.04628964977269435,10,0
13,0.08,1.0,700,0.0002633953378110883,9.167194949500402e-09,0.049484261011851265,10,0
14,0.08,1.0,750,0.0002633953378110883,9.167194949500402e-09,0.05263362384314712,10,0
15,0.08,1.0,800,0.0002633953378110883,9.167194949500402e-09,0.05573893137638618,10,0
16,0.08,1.0,850,0.0002633953378110883,9.167194949500402e-09,0.058801331449449365,10,0
17,0.08,1.0,900,0.0002633953378110883,9.167194949500402e-09,0.06182192885280957,10,0
18,0.08,1.0,950,0.0002633953378110883,9.167194949500402e-09,0.06480178742059231,10,0
19,0.08,1.0,1000,0.0002633953378110883,9.167194949500402e-09,0.06774193199758202,10,0
20,0.08,1.0,1050,0.0002633953378110883,9.167194949500402e-09,0.07064335029084295,10,0
21,0.08,1.0,1100,0.0002633953378110883,9.167194949500402e-09,0.07350699461388963,10,0
22,0.08,1.0,1150,0.0002633953378110883,9.167194949500402e-09,0.07633378353076532,10,0
23,0.08,1.0,1200,0.0002633953378110883,9.167194949500402e-09,0.07912460340676963,10,0
24,0.08,1.0,1250,0.0002633953378110883,9.167194949500402e-09,0.08188030987207626,10,0
25,0.08,1.0,1300,0.0002633953378110883,9.167194949500402e-09,0.08460172920400216,10,0
26,0.08,1.0,1350,0.0002633953378110883,9.167194949500402e-09,0.0872896596332516,10,0
27,0.08,1.0,1400,0.0002633953378110883,9.167194949500402e-09,0.08994487257904804,10,0
28,0.08,1.0,1450,0.0002633953378110883,9.167194949500402e-09,0.09256811381773172,10,0
29,0.085,1.0,50,0.00026012826994691875,9.251620599367014e-09,0.0038678028943488997,9,0
30,0.085,1.0,100,0.00026012826994691875,9.251620599367014e-09,0.00766884553185478,9,0
31,0.085,1.0,150,0.00026012826994691875,9.251620599367014e-09,0.01140527286520582,9,0
32,0.085,1.0,200,0.00026012826994691875,9.251620599367014e-09,0.015079130725567947,9,0
33,0.085,1.0,250,0.00026012826994691875,9.251620599367014e-09,0.018692371744350032,9,0
34,0.085,1.0,300,0.00026012826994691875,9.251620599367014e-09,0.02224686084448661,9,0
35,0.085,1.0,350,0.00026012826994691875,9.251620599367014e-09,0.02574438033785716,9,0
36,0.085,1.0,400,0.00026012826994691875,9.251620599367014e-09,0.029186634661924032,9,0
37,0.085,1.0,450,0.00026012826994691875,9.251620599367014e-09,0.03257525478548353,9,0
38,0.085,1.0,500,0.00026012826994691875,9.251620599367014e-09,0.035911802310626344,9,0
39,0.085,1.0,550,0.00026012826994691875,9.251620599367014e-09,0.03919777329544896,9,0
40,0.085,1.0,600,0.00026012826994691875,9.251620599367014e-09,0.04243460181980938,9,0
41,0.085,1.0,650,0.00026012826994691875,9.251620599367014e-09,0.04562366331438804,9,0
42,0.085,1.0,700,0.00026012826994691875,9.251620599367014e-09,0.04876627767148579,9,0
43,0.085,1.0,750,0.00026012826994691875,9.251620599367014e-09,0.05186371215436,9,0
44,0.085,1.0,800,0.00026012826994691875,9.251620599367014e-09,0.05491718412040607,9,0
45,0.085,1.0,850,0.00026012826994691875,9.251620599367014e-09,0.057927863572190284,9,0
46,0.085,1.0,900,0.00026012826994691875,9.251620599367014e-09,0.06089687554910554,9,0
47,0.085,1.0,950,0.00026012826994691875,9.251620599367014e-09,0.06382530237136107,9,0
48,0.085,1.0,1000,0.00026012826994691875,9.251620599367014e-09,0.06671418574701403,9,0
49,0.085,1.0,1050,0.00026012826994691875,9.251620599367014e-09,0.06956452875188877,9,0
50,0.085,1.0,1100,0.00026012826994691875,9.251620599367014e-09,0.0723772976913808,9,0
51,0.085,1.0,1150,0.00026012826994691875,9.251620599367014e-09,0.07515342385246086,9,0
52,0.085,1.0,1200,0.00026012826994691875,9.251620599367014e-09,0.07789380515348034,9,0
53,0.085,1.0,1250,0.00026012826994691875,9.251620599367014e-09,0.08059930769880613,9,0
54,0.085,1.0,1300,0.00026012826994691875,9.251620599367014e-09,0.08327076724474694,9,0
55,0.085,1.0,1350,0.00026012826994691875,9.251620599367014e-09,0.08590899058273474,9,0
56,0.085,1.0,1400,0.00026012826994691875,9.251620599367014e-09,0.08851475684525616,9,0
57,0.085,1.0,1450,0.00026012826994691875,9.251620599367014e-09,0.09108881873963405,9,0
58,0.09,1.0,50,0.0002750646580591436,9.817989436230353e-09,0.004087561215042179,7,0
59,0.09,1.0,100,0.0002750646580591436,9.817989436230353e-09,0.00810006900774478,7,0
60,0.09,1.0,150,0.0002750646580591436,9.817989436230353e-09,0.012040070665422321,7,0
61,0.09,1.0,200,0.0002750646580591436,9.817989436230353e-09,0.01590998883467969,7,0
62,0.09,1.0,250,0.0002750646580591436,9.817989436230353e-09,0.019712129415515093,7,0
63,0.09,1.0,300,0.0002750646580591436,9.817989436230353e-09,0.023448688847529382,7,0
64,0.09,1.0,350,0.0002750646580591436,9.817989436230353e-09,0.02712176084292184,7,0
65,0.09,1.0,400,0.0002750646580591436,9.817989436230353e-09,0.03073334261536609,7,0
66,0.09,1.0,450,0.0002750646580591436,9.817989436230353e-09,0.0342853406488917,7,0
67,0.09,1.0,500,0.0002750646580591436,9.817989436230353e-09,0.0377795760465227,7,0
68,0.09,1.0,550,0.0002750646580591436,9.817989436230353e-09,0.0412177894944907,7,0
69,0.09,1.0,600,0.0002750646580591436,9.817989436230353e-09,0.04460164587438412,7,0
70,0.09,1.0,650,0.0002750646580591436,9.817989436230353e-09,0.047932738552477545,7,0
71,0.09,1.0,700,0.0002750646580591436,9.817989436230353e-09,0.05121259337272662,7,0
72,0.09,1.0,750,0.0002750646580591436,9.817989436230353e-09,0.05444267237743474,7,0
73,0.09,1.0,800,0.0002750646580591436,9.817989436230353e-09,0.05762437727736578,7,0
